,decile1b,decile3,decile1,sex,lsat,ugpa,grad,bar1,fulltime,fam_inc,gender,race1,tier
7816,2.0,2.0,3.0,2.0,0,2,0,0,1.0,3.0,1,2,3.0
7819,10.0,10.0,10.0,2.0,2,2,0,1,1.0,4.0,1,1,3.0
7839,1.0,1.0,2.0,1.0,0,2,0,0,1.0,3.0,0,1,3.0
7847,6.0,6.0,7.0,2.0,0,2,0,1,1.0,4.0,1,1,3.0
7848,6.0,6.0,6.0,1.0,1,2,0,1,1.0,5.0,0,1,5.0
7850,6.0,4.0,7.0,2.0,1,2,0,0,1.0,4.0,1,1,5.0
7853,4.0,3.0,4.0,1.0,0,2,0,0,1.0,3.0,0,1,2.0
7869,2.0,2.0,2.0,1.0,2,2,0,0,1.0,3.0,0,1,2.0
7878,2.0,5.0,2.0,1.0,0,2,0,0,1.0,4.0,0,1,2.0
7882,1.0,1.0,2.0,1.0,0,2,0,0,1.0,3.0,0,4,5.0
7889,7.0,3.0,7.0,1.0,0,2,0,1,1.0,4.0,0,1,3.0
7890,9.0,8.0,9.0,2.0,1,2,0,0,1.0,2.0,1,1,4.0
7892,8.0,6.0,8.0,2.0,2,2,0,0,1.0,2.0,1,1,2.0
7894,4.0,3.0,5.0,2.0,0,2,0,0,1.0,4.0,1,1,4.0
7900,6.0,3.0,7.0,2.0,3,2,0,0,1.0,3.0,1,1,4.0
7902,3.0,3.0,4.0,1.0,2,2,0,0,2.0,3.0,0,1,2.0
7903,4.0,4.0,4.0,1.0,3,2,0,1,1.0,4.0,0,1,5.0
7909,9.0,8.0,9.0,1.0,2,2,0,1,1.0,2.0,0,1,5.0
7926,1.0,1.0,1.0,2.0,0,2,0,0,1.0,4.0,1,1,2.0
7929,3.0,7.0,3.0,2.0,3,2,0,1,1.0,4.0,1,1,3.0
7938,3.0,2.0,3.0,2.0,2,2,0,1,1.0,4.0,1,0,6.0
7959,4.0,8.0,4.0,1.0,0,2,0,0,1.0,4.0,0,1,2.0
7962,1.0,1.0,1.0,2.0,0,2,0,0,1.0,2.0,1,1,2.0
7966,4.0,4.0,4.0,2.0,1,2,0,1,1.0,4.0,1,1,3.0
7968,2.0,3.0,3.0,2.0,0,2,0,0,1.0,3.0,1,0,3.0
7978,2.0,3.0,3.0,1.0,1,2,0,0,1.0,4.0,0,2,5.0
7985,1.0,1.0,1.0,2.0,2,2,0,0,1.0,2.0,1,0,4.0
7991,7.0,5.0,7.0,2.0,2,2,0,1,1.0,4.0,1,1,2.0
7993,7.0,8.0,7.0,1.0,2,2,0,1,1.0,4.0,0,1,4.0
7998,10.0,9.0,10.0,1.0,2,2,0,1,1.0,4.0,0,1,3.0
8023,4.0,2.0,4.0,1.0,1,2,0,0,1.0,3.0,0,1,5.0
8031,9.0,6.0,9.0,2.0,2,2,0,0,1.0,3.0,1,1,3.0
8045,1.0,1.0,1.0,1.0,2,2,0,0,1.0,3.0,0,2,4.0
8046,8.0,7.0,8.0,2.0,1,2,0,0,1.0,4.0,1,1,3.0
8048,3.0,1.0,3.0,1.0,0,2,0,0,1.0,2.0,0,0,4.0
8063,3.0,3.0,3.0,2.0,1,2,0,1,1.0,4.0,1,1,4.0
8064,5.0,4.0,5.0,2.0,3,2,0,1,1.0,3.0,1,1,4.0
8065,1.0,10.0,1.0,2.0,0,2,0,0,2.0,3.0,1,0,4.0
8066,2.0,3.0,2.0,1.0,0,2,0,1,1.0,3.0,0,0,3.0
8068,7.0,5.0,7.0,1.0,0,2,0,0,2.0,2.0,0,1,5.0
8075,10.0,10.0,10.0,1.0,2,2,0,1,2.0,3.0,0,1,3.0
8076,3.0,3.0,3.0,1.0,0,2,0,0,1.0,3.0,0,1,4.0
8079,1.0,3.0,1.0,1.0,0,2,0,1,2.0,4.0,0,1,3.0
8082,9.0,9.0,9.0,2.0,2,2,0,1,2.0,4.0,1,1,5.0
8085,2.0,5.0,3.0,2.0,0,2,0,1,1.0,5.0,1,1,3.0
8088,1.0,1.0,2.0,1.0,2,2,0,1,1.0,3.0,0,1,3.0
8091,6.0,4.0,6.0,2.0,0,2,0,1,1.0,5.0,1,1,2.0
8099,4.0,2.0,4.0,2.0,2,2,0,0,1.0,4.0,1,1,3.0
8114,1.0,1.0,1.0,2.0,1,2,0,1,1.0,3.0,1,3,6.0
8124,5.0,6.0,5.0,1.0,2,2,0,1,2.0,4.0,0,1,3.0
8128,2.0,1.0,2.0,1.0,0,2,0,0,1.0,3.0,0,3,3.0
8131,2.0,4.0,2.0,1.0,2,2,0,0,1.0,4.0,0,1,5.0
8133,6.0,4.0,6.0,2.0,3,2,0,1,1.0,4.0,1,1,6.0
8141,3.0,4.0,3.0,2.0,0,2,0,0,1.0,3.0,1,1,3.0
8142,4.0,5.0,5.0,1.0,3,2,0,1,1.0,3.0,0,1,4.0
8152,4.0,7.0,4.0,1.0,0,2,0,1,1.0,3.0,0,1,3.0
8157,2.0,1.0,3.0,1.0,1,2,0,1,1.0,2.0,0,1,3.0
8163,5.0,8.0,5.0,2.0,0,2,0,1,1.0,3.0,1,1,4.0
8171,5.0,5.0,5.0,1.0,1,1,0,0,1.0,3.0,0,1,4.0
8179,3.0,3.0,3.0,2.0,0,1,0,0,1.0,1.0,1,3,4.0
8182,2.0,1.0,2.0,1.0,0,1,0,0,1.0,2.0,0,4,3.0
8183,7.0,7.0,7.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
8184,8.0,8.0,8.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
8185,8.0,7.0,8.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
8187,1.0,1.0,2.0,1.0,0,1,0,0,1.0,4.0,0,3,3.0
8190,2.0,2.0,2.0,2.0,2,1,0,1,1.0,3.0,1,3,4.0
8199,1.0,1.0,1.0,2.0,2,1,0,0,1.0,2.0,1,0,4.0
8200,6.0,5.0,6.0,1.0,3,1,0,0,1.0,4.0,0,1,6.0
8203,4.0,3.0,4.0,1.0,3,1,0,1,1.0,5.0,0,1,5.0
8205,2.0,3.0,2.0,2.0,0,1,0,0,2.0,4.0,1,1,3.0
8211,2.0,5.0,2.0,2.0,0,1,0,0,1.0,3.0,1,1,1.0
8213,9.0,7.0,9.0,1.0,1,1,0,0,1.0,4.0,0,1,5.0
8214,10.0,9.0,10.0,2.0,2,1,0,1,1.0,4.0,1,1,5.0
8216,7.0,9.0,7.0,2.0,1,1,0,1,2.0,2.0,1,4,3.0
8228,2.0,3.0,3.0,1.0,0,1,0,0,1.0,3.0,0,0,3.0
8229,1.0,1.0,1.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
8232,1.0,1.0,2.0,2.0,0,1,0,0,1.0,4.0,1,4,1.0
8233,3.0,2.0,3.0,2.0,1,1,0,0,1.0,2.0,1,1,3.0
8236,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,3.0
8248,2.0,2.0,2.0,2.0,2,1,0,0,1.0,4.0,1,1,5.0
8249,7.0,7.0,7.0,2.0,3,1,0,1,2.0,4.0,1,1,3.0
8251,1.0,2.0,2.0,1.0,2,1,0,0,1.0,4.0,0,1,2.0
8252,4.0,3.0,5.0,2.0,3,1,0,0,1.0,3.0,1,1,3.0
8254,1.0,1.0,1.0,2.0,0,1,0,0,1.0,1.0,1,3,4.0
8257,1.0,2.0,2.0,2.0,0,1,0,1,1.0,3.0,1,3,5.0
8259,2.0,3.0,3.0,1.0,2,1,0,1,2.0,4.0,0,1,3.0
8260,1.0,1.0,1.0,2.0,0,1,0,0,2.0,3.0,1,3,5.0
8263,7.0,8.0,7.0,2.0,1,1,0,0,2.0,4.0,1,1,5.0
8264,7.0,8.0,7.0,1.0,0,1,0,1,1.0,3.0,0,3,1.0
8266,9.0,5.0,9.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
8267,1.0,1.0,1.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
8268,1.0,1.0,2.0,2.0,1,1,0,0,1.0,2.0,1,1,3.0
8270,6.0,3.0,6.0,2.0,0,1,0,1,2.0,4.0,1,3,4.0
8271,1.0,1.0,1.0,2.0,1,1,0,1,1.0,5.0,1,3,4.0
8272,3.0,2.0,4.0,2.0,0,1,0,0,1.0,2.0,1,3,1.0
8273,10.0,8.0,10.0,2.0,0,1,0,0,2.0,4.0,1,1,5.0
8276,10.0,9.0,10.0,1.0,3,1,0,1,1.0,3.0,0,1,2.0
8277,6.0,7.0,6.0,1.0,3,1,0,0,1.0,4.0,0,1,4.0
8278,5.0,4.0,5.0,1.0,0,1,0,0,2.0,3.0,0,3,5.0
8279,3.0,2.0,4.0,2.0,2,1,0,0,1.0,4.0,1,2,3.0
8283,1.0,1.0,1.0,1.0,1,1,0,0,1.0,4.0,0,0,3.0
8284,5.0,3.0,5.0,1.0,0,1,0,0,1.0,4.0,0,1,2.0
8285,2.0,2.0,2.0,2.0,0,1,0,1,1.0,5.0,1,1,4.0
8287,1.0,1.0,1.0,1.0,2,1,0,1,1.0,5.0,0,3,4.0
8291,1.0,1.0,1.0,1.0,0,1,0,0,1.0,2.0,0,3,4.0
8299,8.0,4.0,8.0,2.0,1,1,0,0,2.0,3.0,1,1,5.0
8300,5.0,2.0,5.0,2.0,0,1,0,0,1.0,3.0,1,2,3.0
8302,3.0,2.0,4.0,2.0,0,1,0,0,1.0,4.0,1,0,1.0
8306,2.0,2.0,3.0,2.0,0,1,0,1,1.0,5.0,1,0,2.0
8319,1.0,1.0,1.0,1.0,0,1,0,1,1.0,1.0,0,3,3.0
8320,2.0,1.0,2.0,1.0,2,1,0,0,1.0,5.0,0,0,3.0
8325,4.0,3.0,5.0,2.0,0,1,0,0,1.0,4.0,1,3,2.0
8327,5.0,6.0,5.0,1.0,0,1,0,0,1.0,4.0,0,3,4.0
8333,3.0,4.0,4.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
8345,5.0,2.0,5.0,2.0,0,1,0,1,1.0,4.0,1,1,2.0
8350,3.0,1.0,4.0,2.0,0,1,0,0,2.0,4.0,1,1,3.0
8356,2.0,1.0,2.0,1.0,0,1,0,0,1.0,4.0,0,2,3.0
8358,6.0,5.0,6.0,2.0,1,1,0,1,1.0,5.0,1,1,3.0
8361,2.0,3.0,3.0,2.0,0,1,0,0,2.0,3.0,1,1,3.0
8363,3.0,2.0,4.0,2.0,3,1,0,1,1.0,1.0,1,1,3.0
8364,1.0,1.0,2.0,1.0,0,1,0,0,1.0,4.0,0,3,1.0
8365,1.0,1.0,1.0,2.0,1,1,0,0,1.0,2.0,1,0,3.0
8366,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,3.0
8370,1.0,3.0,1.0,2.0,0,1,0,0,2.0,3.0,1,0,5.0
8374,2.0,3.0,2.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
8377,1.0,4.0,2.0,2.0,0,1,0,1,1.0,3.0,1,2,3.0
8381,1.0,2.0,1.0,2.0,0,1,0,0,1.0,2.0,1,3,3.0
8386,4.0,6.0,5.0,1.0,0,1,0,0,1.0,2.0,0,3,1.0
8392,2.0,2.0,2.0,1.0,0,1,0,1,2.0,3.0,0,1,3.0
8393,5.0,4.0,5.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
8397,7.0,4.0,7.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
8399,7.0,7.0,8.0,1.0,3,1,0,1,1.0,3.0,0,1,3.0
8401,1.0,1.0,1.0,2.0,0,1,0,0,1.0,4.0,1,1,4.0
8406,3.0,1.0,3.0,2.0,1,1,0,0,1.0,2.0,1,1,2.0
8407,4.0,3.0,5.0,2.0,0,1,0,0,1.0,3.0,1,3,1.0
8412,8.0,4.0,8.0,2.0,2,1,0,0,1.0,3.0,1,1,2.0
8414,4.0,4.0,5.0,2.0,1,1,0,1,2.0,4.0,1,1,5.0
8415,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,4,4.0
8416,5.0,3.0,6.0,1.0,0,1,0,0,1.0,4.0,0,3,1.0
8421,2.0,2.0,2.0,2.0,0,1,0,0,1.0,4.0,1,1,1.0
8424,3.0,2.0,3.0,2.0,0,1,0,0,2.0,2.0,1,3,3.0
8427,8.0,8.0,8.0,2.0,2,1,0,1,1.0,4.0,1,1,2.0
8433,4.0,5.0,4.0,2.0,2,1,0,0,1.0,3.0,1,1,2.0
8435,1.0,2.0,1.0,1.0,0,1,0,0,1.0,2.0,0,0,4.0
8436,7.0,3.0,7.0,2.0,2,1,0,0,2.0,3.0,1,1,3.0
8446,6.0,5.0,6.0,2.0,2,1,0,1,1.0,5.0,1,1,3.0
8447,6.0,5.0,7.0,1.0,1,1,0,1,1.0,3.0,0,1,4.0
8452,2.0,4.0,3.0,1.0,0,1,0,1,2.0,3.0,0,1,3.0
8453,4.0,4.0,5.0,2.0,0,1,0,0,1.0,2.0,1,0,2.0
8455,2.0,1.0,2.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
8460,2.0,2.0,3.0,2.0,0,1,0,0,1.0,4.0,1,0,3.0
8468,4.0,4.0,4.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
8472,5.0,3.0,6.0,2.0,0,1,0,0,1.0,3.0,1,1,3.0
8483,1.0,1.0,1.0,2.0,0,1,0,0,1.0,2.0,1,3,3.0
8489,8.0,8.0,8.0,2.0,3,1,0,1,1.0,3.0,1,1,3.0
8494,1.0,1.0,1.0,2.0,0,1,0,0,1.0,1.0,1,0,4.0
8496,8.0,8.0,8.0,2.0,1,1,0,1,1.0,3.0,1,1,3.0
8498,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,5.0
8499,3.0,2.0,3.0,2.0,3,1,0,0,1.0,3.0,1,1,4.0
8500,4.0,5.0,5.0,2.0,0,1,0,0,1.0,3.0,1,3,1.0
8502,2.0,3.0,3.0,2.0,1,1,0,0,1.0,3.0,1,1,3.0
8504,5.0,6.0,5.0,2.0,0,1,0,0,1.0,4.0,1,1,1.0
8506,3.0,2.0,4.0,1.0,1,1,0,1,1.0,3.0,0,1,3.0
8508,3.0,5.0,4.0,1.0,1,1,0,0,2.0,4.0,0,1,3.0
8511,2.0,2.0,3.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
8512,2.0,2.0,2.0,2.0,0,1,0,0,1.0,3.0,1,2,3.0
8514,1.0,2.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,6.0
8515,6.0,4.0,6.0,2.0,2,1,0,0,1.0,3.0,1,1,2.0
8517,2.0,1.0,2.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
8521,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,0,3,6.0
8522,6.0,6.0,6.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
8523,2.0,1.0,2.0,2.0,0,1,0,0,2.0,3.0,1,1,2.0
8527,2.0,1.0,3.0,2.0,2,1,0,0,1.0,3.0,1,1,3.0
8531,2.0,1.0,2.0,2.0,1,1,0,0,1.0,3.0,1,1,3.0
8534,1.0,1.0,2.0,2.0,0,1,0,0,1.0,4.0,1,4,1.0
8535,9.0,10.0,9.0,2.0,0,1,0,1,1.0,3.0,1,3,4.0
8538,2.0,4.0,2.0,2.0,2,1,0,0,1.0,5.0,1,1,2.0
8539,1.0,2.0,1.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
8541,1.0,1.0,1.0,2.0,0,1,0,0,1.0,2.0,1,3,1.0
8543,2.0,3.0,3.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
8549,5.0,5.0,5.0,2.0,2,1,0,1,1.0,3.0,1,1,2.0
8551,2.0,1.0,2.0,1.0,0,1,0,0,1.0,5.0,0,1,3.0
8552,4.0,2.0,4.0,1.0,0,1,0,0,1.0,2.0,0,1,3.0
8553,2.0,3.0,3.0,2.0,0,1,0,0,2.0,4.0,1,1,3.0
8555,1.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,2,3.0
8557,9.0,10.0,9.0,2.0,2,1,0,1,1.0,2.0,1,1,3.0
8558,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
8559,1.0,2.0,2.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
8576,3.0,2.0,3.0,2.0,0,3,0,0,1.0,4.0,1,1,3.0
8581,8.0,9.0,8.0,2.0,3,3,0,1,1.0,1.0,1,1,5.0
8586,4.0,1.0,4.0,1.0,1,3,0,0,1.0,3.0,0,1,4.0
8598,7.0,9.0,7.0,2.0,1,3,0,1,2.0,3.0,1,1,4.0
8604,1.0,2.0,1.0,1.0,0,3,0,0,1.0,3.0,0,1,2.0
8610,9.0,8.0,9.0,2.0,1,3,0,1,1.0,4.0,1,1,3.0
8617,8.0,7.0,8.0,1.0,2,3,0,1,1.0,4.0,0,1,5.0
8618,9.0,9.0,9.0,1.0,0,3,0,1,1.0,4.0,0,1,4.0
8619,5.0,6.0,5.0,2.0,3,3,0,1,1.0,2.0,1,1,5.0
8620,3.0,3.0,3.0,2.0,3,3,0,0,1.0,3.0,1,1,6.0
8631,5.0,4.0,5.0,1.0,0,3,0,1,1.0,3.0,0,3,4.0
8635,4.0,4.0,4.0,2.0,2,3,0,1,1.0,3.0,1,1,4.0
8636,4.0,1.0,4.0,2.0,2,3,0,0,1.0,4.0,1,1,3.0
8642,7.0,6.0,7.0,2.0,2,3,0,0,1.0,3.0,1,1,4.0
8653,9.0,1.0,9.0,2.0,2,3,0,1,1.0,3.0,1,1,6.0
8663,5.0,6.0,5.0,2.0,3,3,0,1,1.0,3.0,1,2,5.0
8671,2.0,2.0,2.0,1.0,0,3,0,1,1.0,3.0,0,3,6.0
8672,6.0,7.0,6.0,1.0,0,3,0,0,1.0,2.0,0,1,3.0
8683,10.0,10.0,10.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
8688,5.0,6.0,5.0,1.0,3,3,0,1,1.0,5.0,0,1,6.0
8690,1.0,2.0,1.0,2.0,0,3,0,0,1.0,4.0,1,3,6.0
8697,2.0,1.0,2.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
8710,10.0,9.0,10.0,2.0,3,3,0,1,1.0,3.0,1,1,6.0
8711,9.0,8.0,9.0,2.0,2,3,0,1,1.0,3.0,1,1,3.0
8718,2.0,1.0,2.0,1.0,0,3,0,1,1.0,3.0,0,1,4.0
8723,9.0,7.0,9.0,1.0,2,3,0,1,1.0,4.0,0,1,4.0
8726,10.0,10.0,10.0,1.0,3,3,0,1,1.0,3.0,0,1,4.0
8729,4.0,5.0,5.0,2.0,1,3,0,1,1.0,3.0,1,1,5.0
8731,6.0,7.0,6.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
8734,9.0,9.0,9.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
8741,2.0,3.0,2.0,1.0,0,3,0,0,2.0,3.0,0,0,5.0
8743,4.0,4.0,4.0,1.0,1,3,0,1,1.0,4.0,0,1,4.0
8745,1.0,1.0,1.0,2.0,0,3,0,1,1.0,3.0,1,4,6.0
8750,7.0,8.0,7.0,2.0,2,3,0,1,1.0,4.0,1,1,3.0
8759,1.0,1.0,1.0,2.0,0,3,0,0,1.0,2.0,1,0,5.0
8768,1.0,2.0,2.0,1.0,0,3,0,0,1.0,4.0,0,1,4.0
8773,8.0,9.0,8.0,1.0,1,3,0,1,1.0,3.0,0,1,3.0
8778,1.0,1.0,1.0,1.0,0,3,0,1,1.0,3.0,0,1,4.0
8781,5.0,7.0,5.0,1.0,0,3,0,1,1.0,4.0,0,1,5.0
8782,9.0,8.0,9.0,1.0,1,3,0,1,1.0,4.0,0,1,4.0
8788,10.0,10.0,10.0,2.0,1,3,0,1,1.0,4.0,1,1,3.0
8789,2.0,1.0,3.0,1.0,0,3,0,0,1.0,2.0,0,1,3.0
8790,5.0,6.0,5.0,2.0,1,3,0,0,1.0,3.0,1,1,4.0
8809,8.0,6.0,8.0,2.0,2,3,0,0,1.0,3.0,1,1,4.0
8813,3.0,1.0,3.0,2.0,2,3,0,0,1.0,4.0,1,1,3.0
8825,9.0,9.0,9.0,2.0,1,3,0,1,1.0,4.0,1,1,4.0
8829,6.0,6.0,6.0,2.0,2,3,0,1,1.0,5.0,1,1,4.0
8834,3.0,3.0,3.0,2.0,2,3,0,1,1.0,3.0,1,1,4.0
8835,6.0,4.0,7.0,2.0,1,3,0,0,1.0,4.0,1,2,4.0
8845,1.0,1.0,2.0,2.0,0,3,0,0,1.0,3.0,1,0,4.0
8851,10.0,10.0,10.0,1.0,3,3,0,1,1.0,4.0,0,1,5.0
8855,10.0,10.0,10.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
8876,7.0,6.0,7.0,1.0,2,3,0,1,1.0,4.0,0,4,4.0
8880,7.0,6.0,7.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
8888,1.0,2.0,1.0,2.0,0,3,0,0,1.0,1.0,1,0,6.0
8891,7.0,8.0,7.0,2.0,1,3,0,1,1.0,4.0,1,1,4.0
8894,1.0,2.0,2.0,2.0,2,3,0,0,1.0,4.0,1,1,5.0
8904,1.0,8.0,1.0,2.0,1,3,0,1,1.0,4.0,1,1,4.0
8907,1.0,1.0,1.0,2.0,0,3,0,0,1.0,1.0,1,3,3.0
8914,6.0,7.0,6.0,2.0,0,3,0,1,1.0,4.0,1,1,4.0
8920,1.0,1.0,1.0,1.0,3,3,0,1,1.0,3.0,0,1,6.0
8923,1.0,1.0,1.0,2.0,2,3,0,0,1.0,4.0,1,1,4.0
8924,4.0,3.0,4.0,2.0,1,3,0,1,1.0,5.0,1,1,6.0
8926,2.0,3.0,2.0,2.0,1,3,0,1,1.0,3.0,1,1,5.0
8928,8.0,9.0,8.0,1.0,2,3,0,1,1.0,4.0,0,1,3.0
8936,6.0,5.0,6.0,2.0,2,3,0,1,1.0,3.0,1,1,4.0
8941,1.0,1.0,2.0,2.0,2,3,0,1,1.0,4.0,1,0,3.0
8942,9.0,8.0,9.0,2.0,3,3,0,1,1.0,2.0,1,1,4.0
8952,1.0,1.0,1.0,1.0,0,3,0,0,1.0,3.0,0,3,3.0
8954,2.0,3.0,3.0,1.0,0,3,0,1,1.0,2.0,0,1,4.0
8955,9.0,9.0,9.0,1.0,2,3,0,1,1.0,2.0,0,1,3.0
8958,3.0,4.0,3.0,1.0,2,3,0,1,1.0,4.0,0,1,4.0
8973,3.0,2.0,3.0,1.0,0,3,0,1,1.0,4.0,0,4,4.0
8980,1.0,1.0,2.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
8988,9.0,6.0,9.0,1.0,2,3,0,1,1.0,4.0,0,1,5.0
9022,2.0,4.0,2.0,1.0,0,3,0,1,1.0,3.0,0,0,3.0
9030,3.0,5.0,4.0,1.0,0,3,0,1,1.0,3.0,0,1,4.0
9034,1.0,4.0,2.0,1.0,0,3,0,1,1.0,3.0,0,1,3.0
9036,2.0,4.0,2.0,1.0,0,3,0,0,2.0,3.0,0,1,3.0
9038,1.0,1.0,2.0,1.0,2,3,0,0,1.0,2.0,0,3,5.0
9049,6.0,6.0,6.0,2.0,0,3,0,0,1.0,3.0,1,1,2.0
9050,10.0,10.0,10.0,2.0,3,3,0,1,1.0,3.0,1,1,5.0
9062,4.0,2.0,4.0,2.0,3,3,0,0,1.0,4.0,1,1,5.0
9064,7.0,7.0,7.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
9076,3.0,2.0,3.0,1.0,2,3,0,1,1.0,4.0,0,1,4.0
9078,9.0,9.0,9.0,2.0,1,3,0,1,1.0,3.0,1,1,5.0
9079,5.0,4.0,5.0,2.0,0,3,0,1,1.0,3.0,1,1,4.0
9102,10.0,8.0,10.0,2.0,3,3,0,1,1.0,4.0,1,1,3.0
9117,7.0,6.0,7.0,1.0,0,3,0,0,1.0,4.0,0,1,1.0
9123,2.0,5.0,2.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
9131,2.0,1.0,3.0,1.0,0,3,0,0,1.0,3.0,0,1,2.0
9140,1.0,2.0,2.0,2.0,0,3,0,0,1.0,3.0,1,1,3.0
9141,2.0,1.0,3.0,2.0,0,3,0,0,1.0,3.0,1,3,2.0
9142,1.0,2.0,1.0,2.0,0,3,0,0,1.0,5.0,1,1,3.0
9147,7.0,6.0,7.0,2.0,1,3,0,1,1.0,4.0,1,1,3.0
9151,6.0,6.0,6.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
9153,7.0,7.0,7.0,2.0,0,3,0,1,1.0,4.0,1,1,3.0
9158,6.0,9.0,6.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
9166,5.0,7.0,6.0,1.0,0,3,0,0,1.0,3.0,0,3,1.0
9167,6.0,7.0,6.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
9171,9.0,8.0,9.0,1.0,3,3,0,1,1.0,3.0,0,1,5.0
9195,5.0,6.0,5.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
9200,9.0,10.0,9.0,2.0,1,3,0,1,1.0,4.0,1,1,6.0
9202,7.0,8.0,7.0,1.0,0,3,0,1,1.0,4.0,0,1,3.0
9205,8.0,9.0,8.0,2.0,1,3,0,1,1.0,4.0,1,1,4.0
9208,1.0,1.0,1.0,2.0,0,3,0,0,1.0,3.0,1,3,5.0
9213,4.0,2.0,4.0,2.0,3,3,0,0,1.0,3.0,1,1,6.0
9217,2.0,1.0,2.0,1.0,1,3,0,0,1.0,3.0,0,1,5.0
9222,1.0,1.0,2.0,2.0,0,3,0,0,1.0,4.0,1,2,3.0
9227,5.0,3.0,5.0,2.0,0,3,0,0,2.0,4.0,1,1,3.0
9233,4.0,3.0,5.0,1.0,2,3,0,1,1.0,5.0,0,1,3.0
9235,9.0,9.0,9.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
9242,4.0,7.0,5.0,1.0,0,3,0,1,1.0,2.0,0,1,3.0
9249,3.0,4.0,3.0,2.0,2,3,0,1,1.0,3.0,1,1,4.0
9251,3.0,4.0,4.0,2.0,0,3,0,1,1.0,2.0,1,1,4.0
9259,2.0,2.0,2.0,2.0,0,3,0,0,1.0,4.0,1,0,3.0
9261,6.0,6.0,6.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
9264,6.0,8.0,6.0,1.0,3,3,0,1,2.0,4.0,0,1,3.0
9268,1.0,1.0,1.0,2.0,3,3,0,1,1.0,3.0,1,1,6.0
9270,2.0,3.0,2.0,1.0,0,3,0,0,2.0,3.0,0,1,5.0
9275,5.0,4.0,6.0,2.0,2,3,0,1,1.0,3.0,1,1,5.0
9278,7.0,5.0,7.0,2.0,1,3,0,1,1.0,4.0,1,1,4.0
9283,1.0,1.0,1.0,1.0,0,3,0,0,1.0,2.0,0,2,5.0
9294,7.0,7.0,7.0,1.0,3,3,0,1,1.0,4.0,0,2,4.0
9300,3.0,4.0,3.0,2.0,1,3,0,1,1.0,1.0,1,2,5.0
9308,3.0,2.0,3.0,2.0,2,3,0,0,1.0,3.0,1,1,4.0
9312,1.0,2.0,2.0,2.0,0,3,0,0,1.0,3.0,1,0,3.0
9316,5.0,10.0,5.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
9323,6.0,6.0,6.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
9329,9.0,7.0,9.0,2.0,2,3,0,1,1.0,2.0,1,1,4.0
9357,1.0,2.0,1.0,1.0,1,3,0,0,1.0,3.0,0,1,6.0
9366,5.0,4.0,5.0,2.0,3,3,0,1,1.0,2.0,1,1,5.0
9367,3.0,4.0,4.0,1.0,0,3,0,0,1.0,4.0,0,0,1.0
9371,10.0,10.0,10.0,2.0,1,3,0,1,1.0,4.0,1,1,2.0
9374,9.0,10.0,9.0,1.0,2,3,0,1,1.0,4.0,0,1,3.0
9375,9.0,9.0,9.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
